Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Host_Countries,Count,Broadcast_Revenue,Sum_Revenue
"Geoffrey Peter ""Geoff"" Stewart",M,30,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Greece,1,1494,1494
James Alexander Stewart,M,26,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Bronze,Australia,1,1332,1332
James Alexander Stewart,M,30,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Greece,1,1494,1494
Murray Stewart,M,26,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,United Kingdom,1,2569,2569
"Stephen John ""Steve"" Stewart",M,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Greece,1,1494,1494
Megan Leanne Still (-Marcks),F,23,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,Gold,United States of America,5,898,1944.05
"Phillip Matthew ""Phil"" Stockman",M,24,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
"Marcus William ""Mark"" Stockwell",M,21,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,Silver,United States of America,5,287,1944.05
"Marcus William ""Mark"" Stockwell",M,21,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,United States of America,5,287,1944.05
"Marcus William ""Mark"" Stockwell",M,21,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United States of America,5,287,1944.05
Hayden Ernest Stoeckel,M,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,Bronze,China,1,1739,1739
Hayden Ernest Stoeckel,M,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,China,1,1739,1739
Hayden Ernest Stoeckel,M,27,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United Kingdom,1,2569,2569
Belinda Josephine Marion Stowell,F,29,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold,Australia,1,1332,1332
Eamon Wade Sullivan,M,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Silver,China,1,1739,1739
Eamon Wade Sullivan,M,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,China,1,1739,1739
Eamon Wade Sullivan,M,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,China,1,1739,1739
John Zoltan Sumegi,M,25,Australia,AUS,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver,Russia,2,88,1377
Laura Ann Summerton-Hodges,F,20,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,Greece,1,1494,1494
Laura Ann Summerton-Hodges,F,24,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,China,1,1739,1739
Laura Ann Summerton-Hodges,F,28,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze,United Kingdom,1,2569,2569
Matthew Swann,M,23,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze,United Kingdom,1,2569,2569
Stefan Szczurowski,M,22,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Greece,1,1494,1494
Jared Tallent,M,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Bronze,China,1,1739,1739
Jared Tallent,M,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,Silver,China,1,1739,1739
Jared Tallent,M,27,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,Silver,United Kingdom,1,2569,2569
Jared Tallent,M,31,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Silver,Brazil,1,2868,2868
Brett Paul Tamburrino,M,22,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Lachlan Tame,M,27,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,Brazil,1,2868,2868
"Matthew Stephen C. ""Matt"" Targett",M,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,China,1,1739,1739
"Matthew Stephen C. ""Matt"" Targett",M,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,China,1,1739,1739
"Matthew Stephen C. ""Matt"" Targett",M,26,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United Kingdom,1,2569,2569
Jai Desmond Taurima,M,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,Silver,Australia,1,1332,1332
"Oliver William ""Ollie"" Taylor",M,22,Australia,AUS,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,Bronze,Italy,2,1.2,832.2
"Penelope Jane ""Penny"" Taylor (-Gil-)",F,23,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,Greece,1,1494,1494
"Penelope Jane ""Penny"" Taylor (-Gil-)",F,27,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,China,1,1739,1739
Rachael Taylor,F,24,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Silver,Australia,1,1332,1332
David Egmont Theile,M,22,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Backstroke,Gold,Italy,2,1.2,832.2
David Egmont Theile,M,22,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Italy,2,1.2,832.2
Petria Ann Thomas (-Jones),F,20,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,Silver,United States of America,5,898,1944.05
Petria Ann Thomas (-Jones),F,25,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Australia,1,1332,1332
Petria Ann Thomas (-Jones),F,25,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,Bronze,Australia,1,1332,1332
Petria Ann Thomas (-Jones),F,25,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Petria Ann Thomas (-Jones),F,28,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Greece,1,1494,1494
Petria Ann Thomas (-Jones),F,28,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Butterfly,Gold,Greece,1,1494,1494
Petria Ann Thomas (-Jones),F,28,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Butterfly,Silver,Greece,1,1494,1494
Petria Ann Thomas (-Jones),F,28,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,Greece,1,1494,1494
Richard Graeme Thompson,M,20,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Kirsten Thomson,F,16,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Australia,1,1332,1332
Robyn Jean Thorn (-Risson-Nock),F,18,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Japan,4,1.6,3694.1
Ian James Thorpe,M,17,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,Silver,Australia,1,1332,1332
Ian James Thorpe,M,17,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Freestyle,Gold,Australia,1,1332,1332
Ian James Thorpe,M,17,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,Australia,1,1332,1332
Ian James Thorpe,M,17,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,Australia,1,1332,1332
Ian James Thorpe,M,17,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Ian James Thorpe,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,Bronze,Greece,1,1494,1494
Ian James Thorpe,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,Gold,Greece,1,1494,1494
Ian James Thorpe,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,Gold,Greece,1,1494,1494
Ian James Thorpe,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Greece,1,1494,1494
Gavin Thredgold,M,22,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze,United States of America,5,287,1944.05
Michele Margaret Timms,F,31,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,United States of America,5,898,1944.05
Michele Margaret Timms,F,35,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,Australia,1,1332,1332
Stuart Brian Tinney,M,35,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Australia,1,1332,1332
Stuart Brian Tinney,M,51,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Brazil,1,2868,2868
Natalie Lorraine Titcume,F,24,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,Australia,1,1332,1332
Natalie Lorraine Titcume,F,28,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Natalie Lorraine Titcume,F,32,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
James Bruce Tomkins,M,26,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Gold,Spain,1,636,636
James Bruce Tomkins,M,30,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Gold,United States of America,5,898,1944.05
James Bruce Tomkins,M,35,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Bronze,Australia,1,1332,1332
James Bruce Tomkins,M,38,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Gold,Greece,1,1494,1494
Emma Kate Tonegato,F,21,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Brazil,1,2868,2868
"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,23,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,Russia,2,88,1377
Peter James Tonkin,M,16,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Japan,4,1.6,3694.1
Michael Toon,M,25,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Greece,1,1494,1494
Liane Marianne Tooth,F,26,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,South Korea,2,403,1839
Liane Marianne Tooth,F,34,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
"Khuloud ""Loudy"" Tourky-Wiggins",F,21,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Platform,Bronze,Australia,1,1332,1332
"Khuloud ""Loudy"" Tourky-Wiggins",F,25,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,Bronze,Greece,1,1494,1494
Julie Gail Towers (-Richardson),F,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
Daniel Trenton,M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Heavyweight,Silver,Australia,1,1332,1332
Andrew Lawrence Trim,M,27,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,United States of America,5,898,1944.05
Andrew Lawrence Trim,M,31,Australia,AUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,Australia,1,1332,1332
Mark David Turnbull,M,26,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold,Australia,1,1332,1332
Wendy May Turnbull,F,35,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Bronze,South Korea,2,403,1839
Amy Turner,F,32,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Brazil,1,2868,2868
Glenn Turner,M,28,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze,United Kingdom,1,2569,2569
Jan Turner (-Becker),F,19,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Japan,4,1.6,3694.1
Michael Colin Turtur,M,26,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,United States of America,5,287,1944.05
Ryan Tyack,M,25,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Bronze,Brazil,1,2868,2868
Lucy Tyler-Sharman,F,31,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Points Race,Bronze,United States of America,5,898,1944.05
Andrew Utting,M,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Rodney Van Buizen,M,23,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Jacinta Van Lint,F,22,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Australia,1,1332,1332
Adam Joseph Vella,M,33,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Bronze,Greece,1,1494,1494
Craig Scott Victory,M,20,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,Australia,1,1332,1332
James Martin Vinnicombe,M,23,Australia,AUS,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,South Korea,2,403,1839
Ji Glenn Wallace,M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Men's Individual,Silver,Australia,1,1332,1332
"Kenneth Maxwell ""Ken"" Wallace",M,25,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold,China,1,1739,1739
"Kenneth Maxwell ""Ken"" Wallace",M,25,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,China,1,1739,1739
"Kenneth Maxwell ""Ken"" Wallace",M,33,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,Brazil,1,2868,2868
"Terence Arthur ""Terry"" Walsh",M,22,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Canada,3,35,1640
David Colin Wansbrough,M,27,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Spain,1,636,636
Natalie Anne Ward,F,20,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,United States of America,5,898,1944.05
Natalie Anne Ward,F,24,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,Australia,1,1332,1332
Natalie Anne Ward,F,28,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Natalie Anne Ward,F,32,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
"Kenneth Christopher ""Ken"" Wark",M,30,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Spain,1,636,636
"Kenneth Christopher ""Ken"" Wark",M,34,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze,United States of America,5,898,1944.05
Jason Waterhouse,M,24,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Silver,Brazil,1,2868,2868
"Anthony ""Tony"" Waters",M,36,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
"Deborah Kathleen ""Debbie"" Watson",F,34,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,1,1332,1332
"Joshua John ""Josh"" Watson",M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
"Lynette Pamela ""Lynne"" Watson (-Bates)",F,15,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Mexico,1,9.8,9.8
"Kathryn Anne ""Kathy"" Watt",F,27,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Road Race, Individual",Gold,Spain,1,636,636
"Kathryn Anne ""Kathy"" Watt",F,27,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,Spain,1,636,636
"Mitchell ""Mitch"" Watt",M,24,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,Silver,United Kingdom,1,2569,2569
"Rowena ""Rowie"" Webster",F,24,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,United Kingdom,1,2569,2569
"Elizabeth Jane ""Liz"" Weekes",F,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,1,1332,1332
David John Weightman,M,24,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Silver,United States of America,5,898,1944.05
Stuart Welch,M,22,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,Australia,1,1332,1332
Stuart Welch,M,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Greece,1,1494,1494
"Matthew Wayne ""Matt"" Wells",M,22,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,Australia,1,1332,1332
"Matthew Wayne ""Matt"" Wells",M,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold,Greece,1,1494,1494
"Matthew Wayne ""Matt"" Wells",M,30,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,China,1,1739,1739
Sam Welsford,M,20,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Brazil,1,2868,2868
"Matthew James ""Matt"" Welsh",M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,Silver,Australia,1,1332,1332
"Matthew James ""Matt"" Welsh",M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Backstroke,Bronze,Australia,1,1332,1332
"Matthew James ""Matt"" Welsh",M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
"Michael Vincent ""Mike"" Wenden",M,18,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,Gold,Mexico,1,9.8,9.8
"Michael Vincent ""Mike"" Wenden",M,18,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,Gold,Mexico,1,9.8,9.8
"Michael Vincent ""Mike"" Wenden",M,18,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Mexico,1,9.8,9.8
"Michael Vincent ""Mike"" Wenden",M,18,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Mexico,1,9.8,9.8
Graham Ross White,M,17,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Mexico,1,9.8,9.8
Tarnee Renee White (-Southwell),F,19,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Tarnee Renee White (-Southwell),F,27,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,China,1,1739,1739
Beverley Joy Whitfield,F,18,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,Germany,1,18,18
Beverley Joy Whitfield,F,18,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Breaststroke,Gold,Germany,1,18,18
"Jennifer Hazel ""Jenny"" Whittle",F,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,United States of America,5,898,1944.05
"Jennifer Hazel ""Jenny"" Whittle",F,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,Australia,1,1332,1332
Lucinda Whitty,F,22,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Silver,United Kingdom,1,2569,2569
Ben Wigmore,M,22,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Brooke Wilkins,F,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,United States of America,5,898,1944.05
Brooke Wilkins,F,26,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,Australia,1,1332,1332
Brooke Wilkins,F,30,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Glenn David Williams,M,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
"Jeffrey Francis ""Jeff"" Williams",M,32,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Sharni Williams,F,28,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Brazil,1,2868,2868
Sam Willoughby,M,20,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Men's BMX,Silver,United Kingdom,1,2569,2569
"Timothy John ""Tim"" Willoughby",M,30,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze,United States of America,5,287,1944.05
Nathan James Wilmot,M,28,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Gold,China,1,1739,1739
"Madison ""Madi"" Wilson",F,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Brazil,1,2868,2868
"Madison ""Madi"" Wilson",F,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Brazil,1,2868,2868
Marilyn Joy Wilson (-Young),F,17,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Italy,2,1.2,832.2
Graham Claude Windeatt,M,18,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,Germany,1,18,18
"Robert George ""Bob"" Windle",M,19,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Japan,4,1.6,3694.1
"Robert George ""Bob"" Windle",M,19,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Japan,4,1.6,3694.1
"Robert George ""Bob"" Windle",M,23,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Mexico,1,9.8,9.8
"Robert George ""Bob"" Windle",M,23,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Mexico,1,9.8,9.8
Allan Frederick Wood,M,17,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Italy,2,1.2,832.2
Allan Frederick Wood,M,21,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 400 metres Freestyle,Bronze,Japan,4,1.6,3694.1
Allan Frederick Wood,M,21,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,Japan,4,1.6,3694.1
Graham Wood,M,28,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
